"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
499,"2021-01-01 11:15:53.7510","2021-01-01 11:24:13.4500",485,"W 37 St & 5 Ave",40.75038009,-73.98338988,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,28927,"Subscriber",1990,1
779,"2021-01-01 11:15:56.4040","2021-01-01 11:28:56.1940",3656,"E 2 St & Avenue A",40.72307749068673,-73.98583620786667,3894,"8 Ave & W 16 St",40.740983,-74.001702,41074,"Subscriber",1995,2
174,"2021-01-01 11:16:02.2030","2021-01-01 11:18:56.5280",4230,"Charlotte St & Boston Rd",40.8358771,-73.8931428,4182,"Louis Nine Blvd & Intervale Ave",40.831998,-73.892686,44888,"Subscriber",1977,1
163,"2021-01-01 11:16:03.0180","2021-01-01 11:18:46.2510",403,"E 2 St & 2 Ave",40.72502876,-73.99069656,3744,"1 Ave & E 5 St",40.725864,-73.986389,29941,"Subscriber",1957,1
409,"2021-01-01 11:16:04.6900","2021-01-01 11:22:54.5910",241,"DeKalb Ave & S Portland Ave",40.68981035,-73.97493121,244,"Willoughby Ave & Hall St",40.69196035,-73.96536851,39888,"Subscriber",1980,1
1363,"2021-01-01 11:16:08.7170","2021-01-01 11:38:52.6240",3161,"W 76 St & Columbus Ave",40.7801839724239,-73.97728532552719,3171,"Amsterdam Ave & W 82 St",40.78524672,-73.97667321,39971,"Subscriber",1980,1
155,"2021-01-01 11:16:09.0970","2021-01-01 11:18:44.1250",403,"E 2 St & 2 Ave",40.72502876,-73.99069656,3744,"1 Ave & E 5 St",40.725864,-73.986389,47297,"Subscriber",1982,1
209,"2021-01-01 11:16:11.7020","2021-01-01 11:19:40.7570",3244,"University Pl & E 8 St",40.73143724085228,-73.99490341544151,438,"St Marks Pl & 1 Ave",40.72779126,-73.98564945,47253,"Subscriber",1992,1
150,"2021-01-01 11:16:13.2050","2021-01-01 11:18:44.0840",161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231,293,"Lafayette St & E 8 St",40.73020660529954,-73.99102628231049,48602,"Customer",1979,1
295,"2021-01-01 11:16:22.3620","2021-01-01 11:21:17.7780",216,"Columbia Heights & Cranberry St",40.70037867,-73.99548059,3804,"Front St & Jay St",40.702461,-73.986842,49352,"Subscriber",1991,1
990,"2021-01-01 11:16:23.4680","2021-01-01 11:32:53.8650",3593,"31 St & Broadway",40.761584,-73.925921,3602,"31 Ave & 34 St",40.763154,-73.920827,26555,"Subscriber",1988,1
487,"2021-01-01 11:16:29.8270","2021-01-01 11:24:37.0340",3163,"Central Park West & W 68 St",40.7734066,-73.97782542,3154,"E 77 St & 3 Ave",40.77314236,-73.95856158,49866,"Customer",2000,1
935,"2021-01-01 11:16:36.9240","2021-01-01 11:32:12.8750",3300,"Prospect Park West & 8 St",40.66514681533792,-73.97637605667114,3408,"Congress St & Clinton St",40.6881529,-73.99520919,45762,"Subscriber",1966,2
1854,"2021-01-01 11:16:37.9040","2021-01-01 11:47:32.7070",4112,"Wards Meadow Comfort Station",40.78294,-73.93077,3150,"E 85 St & York Ave",40.77536905,-73.94803392,30544,"Subscriber",1962,2
1773,"2021-01-01 11:16:37.9630","2021-01-01 11:46:11.5270",3338,"2 Ave & E 99 St",40.7862586,-73.94552579,151,"Cleveland Pl & Spring St",40.722103786686034,-73.99724900722504,49539,"Subscriber",1963,2
365,"2021-01-01 11:16:41.4180","2021-01-01 11:22:47.2690",478,"11 Ave & W 41 St",40.76030096,-73.99884222,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,45325,"Subscriber",1992,2
429,"2021-01-01 11:16:42.3040","2021-01-01 11:23:51.5170",2008,"Little West St & 1 Pl",40.70569254,-74.01677685,276,"Duane St & Greenwich St",40.71748752,-74.0104554,44348,"Subscriber",1950,1
4152,"2021-01-01 11:16:45.6910","2021-01-01 12:25:57.9800",464,"E 56 St & 3 Ave",40.75934501,-73.96759673,464,"E 56 St & 3 Ave",40.75934501,-73.96759673,34315,"Subscriber",1969,2
1079,"2021-01-01 11:16:49.1130","2021-01-01 11:34:49.0180",3350,"W 100 St & Broadway",40.7973721,-73.97041192,4007,"Riverside Dr & W 138 St",40.823168,-73.955857,39033,"Subscriber",1997,2
252,"2021-01-01 11:16:58.3880","2021-01-01 11:21:10.7060",3263,"Cooper Square & Astor Pl",40.72951496224949,-73.99075269699097,369,"Washington Pl & 6 Ave",40.73224119,-74.00026394,48220,"Subscriber",1973,2
1071,"2021-01-01 11:17:02.1430","2021-01-01 11:34:53.4080",3350,"W 100 St & Broadway",40.7973721,-73.97041192,4007,"Riverside Dr & W 138 St",40.823168,-73.955857,48899,"Subscriber",1997,2
1424,"2021-01-01 11:17:03.3390","2021-01-01 11:40:47.7210",4040,"Madison Ave & E 26 St",40.742684734875695,-73.98671329021454,3735,"W 30 St & 10 Ave",40.752694,-74.002353,48021,"Customer",1969,0
516,"2021-01-01 11:17:03.6680","2021-01-01 11:25:40.4350",3628,"Lenox Ave & W 117 St",40.8025566,-73.9490782,3383,"Cathedral Pkwy & Broadway",40.804213,-73.96699104,48256,"Subscriber",1999,1
1335,"2021-01-01 11:17:07.3530","2021-01-01 11:39:23.3360",383,"Greenwich Ave & Charles St",40.735238,-74.000271,3165,"Central Park West & W 72 St",40.77579376683666,-73.9762057363987,45635,"Subscriber",1964,1
428,"2021-01-01 11:17:07.4320","2021-01-01 11:24:15.8490",492,"W 33 St & 7 Ave",40.75019995,-73.99093085,3687,"E 33 St & 1 Ave",40.74322681432173,-73.97449783980846,28067,"Subscriber",1990,1
92,"2021-01-01 11:17:14.0430","2021-01-01 11:18:46.0570",363,"West Thames St",40.70834698,-74.01713445,2008,"Little West St & 1 Pl",40.70569254,-74.01677685,32503,"Subscriber",1969,2
879,"2021-01-01 11:17:16.0470","2021-01-01 11:31:55.5660",3615,"44 Dr & 21 St",40.748,-73.9460927,3595,"35 St & Broadway",40.760339,-73.9222427,41653,"Subscriber",1976,1
138,"2021-01-01 11:17:20.4200","2021-01-01 11:19:39.0100",3148,"E 84 St & 1 Ave",40.77565541,-73.95068615,3369,"E 82 St & East End Ave",40.7724607,-73.9468208,49346,"Subscriber",1998,1
96,"2021-01-01 11:17:21.0920","2021-01-01 11:18:57.9620",363,"West Thames St",40.70834698,-74.01713445,2008,"Little West St & 1 Pl",40.70569254,-74.01677685,33570,"Subscriber",1946,1
832,"2021-01-01 11:17:21.6660","2021-01-01 11:31:14.2220",513,"W 56 St & 10 Ave",40.768254,-73.988639,3799,"6 Ave & W 34 St",40.74964,-73.98805,40883,"Subscriber",1955,1
1349,"2021-01-01 11:17:23.5970","2021-01-01 11:39:52.6290",403,"E 2 St & 2 Ave",40.72502876,-73.99069656,497,"E 17 St & Broadway",40.73704984,-73.99009296,40548,"Subscriber",1953,1
2043,"2021-01-01 11:17:24.2990","2021-01-01 11:51:27.7480",259,"South St & Whitehall St",40.70122128,-74.01234218,422,"W 59 St & 10 Ave",40.770513,-73.988038,40490,"Subscriber",1986,1
490,"2021-01-01 11:17:33.2930","2021-01-01 11:25:43.8700",479,"9 Ave & W 45 St",40.76019252,-73.9912551,448,"W 37 St & 10 Ave",40.75660359,-73.9979009,45866,"Subscriber",1992,1
685,"2021-01-01 11:17:42.3460","2021-01-01 11:29:08.3010",468,"Broadway & W 56 St",40.7652654,-73.98192338,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,41886,"Customer",1958,1
213,"2021-01-01 11:17:47.1590","2021-01-01 11:21:20.6340",346,"Bank St & Hudson St",40.73652889,-74.00618026,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,49935,"Subscriber",1982,1
672,"2021-01-01 11:17:48.0240","2021-01-01 11:29:00.2100",468,"Broadway & W 56 St",40.7652654,-73.98192338,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,29999,"Subscriber",1964,2
2301,"2021-01-01 11:17:48.6240","2021-01-01 11:56:09.9770",3630,"Frederick Douglass Blvd & W 115 St",40.8038654,-73.9559308,3949,"Brook Ave & E 138 St",40.807408,-73.91924,49191,"Subscriber",1982,2
2649,"2021-01-01 11:17:51.3740","2021-01-01 12:02:00.5600",229,"Great Jones St",40.72743423,-73.99379025,229,"Great Jones St",40.72743423,-73.99379025,40177,"Customer",1993,1
2690,"2021-01-01 11:17:51.7030","2021-01-01 12:02:42.5030",3906,"West St & Liberty St",40.711444,-74.014847,328,"Watts St & Greenwich St",40.72405549,-74.00965965,49576,"Subscriber",1974,2
1700,"2021-01-01 11:17:51.8540","2021-01-01 11:46:12.2920",259,"South St & Whitehall St",40.70122128,-74.01234218,144,"Nassau St & Navy St",40.69839895,-73.98068914,45282,"Subscriber",1946,1
135,"2021-01-01 11:17:56.3180","2021-01-01 11:20:12.0820",3738,"Delancey St & Eldridge St",40.719383,-73.991479,412,"Forsyth St & Canal St",40.7158155,-73.99422366,44731,"Subscriber",1991,2
71,"2021-01-01 11:17:56.6450","2021-01-01 11:19:08.0060",3799,"6 Ave & W 34 St",40.74964,-73.98805,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,27997,"Subscriber",1938,2
92,"2021-01-01 11:17:57.4760","2021-01-01 11:19:29.6890",3596,"Sullivan Pl & Bedford Ave",40.6642406,-73.9574686,4117,"Sullivan Pl & Franklin Ave",40.66407983678161,-73.96025128666679,48876,"Subscriber",1999,1
407,"2021-01-01 11:17:59.7670","2021-01-01 11:24:47.6720",480,"W 53 St & 10 Ave",40.76669671,-73.99061728,3175,"W 70 St & Amsterdam Ave",40.77748046,-73.98288594,28058,"Subscriber",1989,1
2573,"2021-01-01 11:18:01.7950","2021-01-01 12:00:55.1380",3725,"2 Ave & E 72 St",40.7687620293096,-73.95840793848038,3813,"W 20 St & 10 Ave",40.745686,-74.005141,40325,"Subscriber",1983,1
241,"2021-01-01 11:18:02.1800","2021-01-01 11:22:03.8040",3343,"W 107 St & Columbus Ave",40.7997568,-73.9621128676,3366,"West End Ave & W 107 St",40.8021174,-73.9681805305,42536,"Subscriber",1969,1
869,"2021-01-01 11:18:04.2630","2021-01-01 11:32:33.8830",2017,"E 43 St & 2 Ave",40.75022392,-73.97121414,3136,"5 Ave & E 63 St",40.766368,-73.971518,28097,"Subscriber",1997,1
1041,"2021-01-01 11:18:09.3660","2021-01-01 11:35:30.7350",4037,"Roosevelt Island Tramway",40.757284,-73.9536,3141,"1 Ave & E 68 St",40.76500525,-73.95818491,49418,"Subscriber",1985,1
2553,"2021-01-01 11:18:09.6990","2021-01-01 12:00:43.5890",3725,"2 Ave & E 72 St",40.7687620293096,-73.95840793848038,3813,"W 20 St & 10 Ave",40.745686,-74.005141,41222,"Customer",1969,0
1346,"2021-01-01 11:18:14.0490","2021-01-01 11:40:40.6290",4040,"Madison Ave & E 26 St",40.742684734875695,-73.98671329021454,3735,"W 30 St & 10 Ave",40.752694,-74.002353,34648,"Customer",1969,0
466,"2021-01-01 11:18:16.1140","2021-01-01 11:26:02.5750",479,"9 Ave & W 45 St",40.76019252,-73.9912551,448,"W 37 St & 10 Ave",40.75660359,-73.9979009,30475,"Subscriber",1993,2
202,"2021-01-01 11:18:16.4070","2021-01-01 11:21:38.5230",461,"E 20 St & 2 Ave",40.73587678,-73.98205027,297,"E 15 St & 3 Ave",40.734232,-73.986923,46956,"Subscriber",1960,1
133,"2021-01-01 11:18:21.3570","2021-01-01 11:20:34.8210",3725,"2 Ave & E 72 St",40.7687620293096,-73.95840793848038,3141,"1 Ave & E 68 St",40.76500525,-73.95818491,41883,"Subscriber",1970,1
2529,"2021-01-01 11:18:22.5550","2021-01-01 12:00:32.4340",486,"Broadway & W 29 St",40.7462009,-73.98855723,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,47177,"Subscriber",1975,2
128,"2021-01-01 11:18:24.2140","2021-01-01 11:20:33.0890",146,"Hudson St & Reade St",40.71625008,-74.0091059,3664,"North Moore St & Greenwich St",40.72019521437465,-74.0103006362915,38710,"Subscriber",1998,1
419,"2021-01-01 11:18:28.9520","2021-01-01 11:25:28.1280",3141,"1 Ave & E 68 St",40.76500525,-73.95818491,3137,"5 Ave & E 72 St",40.77282817,-73.96685276,41167,"Subscriber",1966,2
647,"2021-01-01 11:18:30.3380","2021-01-01 11:29:17.6080",2009,"Catherine St & Monroe St",40.71117444,-73.99682619,316,"Fulton St & William St",40.70955958,-74.00653609,47347,"Subscriber",1953,1
483,"2021-01-01 11:18:31.8710","2021-01-01 11:26:35.7400",411,"E 6 St & Avenue D",40.72228087,-73.97668709,504,"1 Ave & E 16 St",40.73221853,-73.98165557,33857,"Subscriber",1960,1
782,"2021-01-01 11:18:33.5650","2021-01-01 11:31:36.5210",3544,"Underhill Ave & Pacific St",40.6804836,-73.9646795,324,"DeKalb Ave & Hudson Ave",40.689888,-73.981013,43803,"Subscriber",1990,2
2557,"2021-01-01 11:18:34.3790","2021-01-01 12:01:11.9520",3536,"W 116 St & Broadway",40.8082,-73.9641,514,"12 Ave & W 40 St",40.76087502,-74.00277668,40578,"Subscriber",1979,2
295,"2021-01-01 11:18:47.1470","2021-01-01 11:23:42.2640",3739,"Perry St & Greenwich Ave",40.735918,-74.000939,402,"Broadway & E 22 St",40.7403432,-73.98955109,49825,"Subscriber",1993,1
93,"2021-01-01 11:18:54.5130","2021-01-01 11:20:28.2170",3744,"1 Ave & E 5 St",40.725864,-73.986389,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,29941,"Subscriber",1957,1
562,"2021-01-01 11:18:55.3960","2021-01-01 11:28:18.3940",3288,"E 88 St & 1 Ave",40.778301,-73.9488134,454,"E 51 St & 1 Ave",40.75455731,-73.96592976,48686,"Subscriber",1987,1
2255,"2021-01-01 11:18:56.9550","2021-01-01 11:56:32.2760",469,"Broadway & W 53 St",40.76344058,-73.98268129,499,"Broadway & W 60 St",40.76915505,-73.98191841,45134,"Subscriber",1975,1
101,"2021-01-01 11:18:58.0740","2021-01-01 11:20:39.5490",3744,"1 Ave & E 5 St",40.725864,-73.986389,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,47297,"Subscriber",1982,1
2693,"2021-01-01 11:18:58.5580","2021-01-01 12:03:52.5490",317,"E 6 St & Avenue B",40.72453734,-73.98185424,3282,"5 Ave & E 88 St",40.78307,-73.95939,49692,"Customer",1988,2
1067,"2021-01-01 11:19:06.0940","2021-01-01 11:36:53.2990",363,"West Thames St",40.70834698,-74.01713445,3256,"Pier 40 - Hudson River Park",40.7277140777778,-74.01129573583603,41241,"Subscriber",1960,2
459,"2021-01-01 11:19:08.8310","2021-01-01 11:26:48.5120",3744,"1 Ave & E 5 St",40.725864,-73.986389,411,"E 6 St & Avenue D",40.72228087,-73.97668709,45196,"Subscriber",1956,1
171,"2021-01-01 11:19:09.7930","2021-01-01 11:22:01.2300",3060,"Willoughby Ave & Tompkins Ave",40.69425403,-73.94626915,3057,"Kosciuszko St & Tompkins Ave",40.69128258,-73.9452416,28872,"Subscriber",1989,1
96,"2021-01-01 11:19:11.6580","2021-01-01 11:20:48.3440",2008,"Little West St & 1 Pl",40.70569254,-74.01677685,363,"West Thames St",40.70834698,-74.01713445,32503,"Subscriber",1969,2
143,"2021-01-01 11:19:12.7250","2021-01-01 11:21:36.2600",3350,"W 100 St & Broadway",40.7973721,-73.97041192,3293,"W 92 St & Broadway",40.7921,-73.9739,37853,"Subscriber",1991,2
129,"2021-01-01 11:19:16.2400","2021-01-01 11:21:26.2310",349,"Rivington St & Ridge St",40.71850211,-73.98329859,301,"E 2 St & Avenue B",40.72217444,-73.98368779,30442,"Subscriber",1986,1
140,"2021-01-01 11:19:16.9310","2021-01-01 11:21:37.8330",492,"W 33 St & 7 Ave",40.75019995,-73.99093085,3799,"6 Ave & W 34 St",40.74964,-73.98805,27997,"Subscriber",1964,0
133,"2021-01-01 11:19:17.1400","2021-01-01 11:21:30.1410",492,"W 33 St & 7 Ave",40.75019995,-73.99093085,3799,"6 Ave & W 34 St",40.74964,-73.98805,31961,"Subscriber",1938,2
2633,"2021-01-01 11:19:19.6810","2021-01-01 12:03:13.4300",317,"E 6 St & Avenue B",40.72453734,-73.98185424,3282,"5 Ave & E 88 St",40.78307,-73.95939,37768,"Customer",1969,0
1151,"2021-01-01 11:19:20.1800","2021-01-01 11:38:32.0330",3503,"Madison Ave & E 120 St",40.80295,-73.942954,3527,"5 Ave & E 126 St",40.80698,-73.941747,49347,"Subscriber",1984,2
1072,"2021-01-01 11:19:20.4270","2021-01-01 11:37:13.2500",363,"West Thames St",40.70834698,-74.01713445,3256,"Pier 40 - Hudson River Park",40.7277140777778,-74.01129573583603,44850,"Customer",2001,2
937,"2021-01-01 11:19:20.7300","2021-01-01 11:34:58.3070",3400,"E 110 St & Madison Ave",40.7961535,-73.94782145,3164,"Columbus Ave & W 72 St",40.7770575,-73.97898475,49473,"Subscriber",1986,2
92,"2021-01-01 11:19:26.8440","2021-01-01 11:20:59.4850",4182,"Louis Nine Blvd & Intervale Ave",40.831998,-73.892686,4158,"Freeman St & Reverend James A Polite Ave",40.830529,-73.894717,44888,"Subscriber",1977,1
98,"2021-01-01 11:19:28.3310","2021-01-01 11:21:06.5400",2008,"Little West St & 1 Pl",40.70569254,-74.01677685,363,"West Thames St",40.70834698,-74.01713445,33570,"Subscriber",1946,1
639,"2021-01-01 11:19:29.2440","2021-01-01 11:30:09.2130",3443,"W 52 St & 6 Ave",40.76132983124814,-73.97982001304626,3163,"Central Park West & W 68 St",40.7734066,-73.97782542,45036,"Subscriber",1951,1
1326,"2021-01-01 11:19:47.8500","2021-01-01 11:41:54.6460",4117,"Sullivan Pl & Franklin Ave",40.66407983678161,-73.96025128666679,3232,"Bond St & Fulton St",40.68962188790333,-73.98304268717766,49834,"Subscriber",1999,1
1515,"2021-01-01 11:19:54.1760","2021-01-01 11:45:09.4060",3137,"5 Ave & E 72 St",40.77282817,-73.96685276,3290,"E 89 St & York Ave",40.7779453,-73.946041,37432,"Subscriber",1961,2
1603,"2021-01-01 11:19:54.7760","2021-01-01 11:46:38.5920",229,"Great Jones St",40.72743423,-73.99379025,514,"12 Ave & W 40 St",40.76087502,-74.00277668,40585,"Subscriber",1959,2
357,"2021-01-01 11:19:59.7040","2021-01-01 11:25:57.5530",3518,"Lenox Ave & W 126 St",40.808442,-73.9452087,3628,"Lenox Ave & W 117 St",40.8025566,-73.9490782,42521,"Subscriber",1977,1
1300,"2021-01-01 11:20:00.6150","2021-01-01 11:41:41.5680",499,"Broadway & W 60 St",40.76915505,-73.98191841,4043,"W 78 St & Amsterdam Ave",40.782535857724106,-73.97908508777618,48130,"Subscriber",1969,1
447,"2021-01-01 11:20:11.9380","2021-01-01 11:27:39.2010",410,"Suffolk St & Stanton St",40.72066442,-73.98517977,128,"MacDougal St & Prince St",40.72710258,-74.00297088,30477,"Subscriber",1972,1
1485,"2021-01-01 11:20:14.2600","2021-01-01 11:45:00.0050",3129,"Queens Plaza North & Crescent St",40.75110165,-73.94073717,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,36324,"Subscriber",1970,2
878,"2021-01-01 11:20:17.2540","2021-01-01 11:34:55.7800",3241,"Monroe St & Tompkins Ave",40.686203,-73.944694,3576,"Park Pl & Vanderbilt Ave",40.6767,-73.969024,49828,"Subscriber",1985,2
2250,"2021-01-01 11:20:17.3720","2021-01-01 11:57:47.9440",3077,"Stagg St & Union Ave",40.70877084,-73.95095259,3349,"Grand Army Plaza & Plaza St West",40.6729679,-73.97087984,44699,"Subscriber",1990,2
881,"2021-01-01 11:20:18.4160","2021-01-01 11:34:59.5450",3241,"Monroe St & Tompkins Ave",40.686203,-73.944694,3576,"Park Pl & Vanderbilt Ave",40.6767,-73.969024,43490,"Subscriber",1991,1
273,"2021-01-01 11:20:19.2130","2021-01-01 11:24:52.6240",4036,"Motorgate",40.7639089,-73.9477213,3565,"36 Ave & 10 St",40.7614376,-73.9411265,27511,"Subscriber",1973,2
981,"2021-01-01 11:20:23.5660","2021-01-01 11:36:45.5230",305,"E 58 St & 3 Ave",40.76095756,-73.96724467,476,"E 31 St & 3 Ave",40.74394314,-73.97966069,46432,"Subscriber",1991,2
780,"2021-01-01 11:20:32.7340","2021-01-01 11:33:33.5720",3733,"Avenue C & E 18 St",40.730563,-73.973984,350,"Clinton St & Grand St",40.71559509,-73.9870295,34732,"Subscriber",1991,1
1161,"2021-01-01 11:20:34.0600","2021-01-01 11:39:55.5050",492,"W 33 St & 7 Ave",40.75019995,-73.99093085,499,"Broadway & W 60 St",40.76915505,-73.98191841,45814,"Subscriber",1954,2
190,"2021-01-01 11:20:38.6060","2021-01-01 11:23:49.2090",439,"E 4 St & 2 Ave",40.7262807,-73.98978041,3656,"E 2 St & Avenue A",40.72307749068673,-73.98583620786667,46496,"Subscriber",1957,1
735,"2021-01-01 11:20:40.0590","2021-01-01 11:32:55.7640",326,"E 11 St & 1 Ave",40.72953837,-73.98426726,3690,"Park Pl & Church St",40.71334184275907,-74.00935515761375,45565,"Subscriber",1995,1
262,"2021-01-01 11:20:42.0020","2021-01-01 11:25:04.8370",450,"W 49 St & 8 Ave",40.76227205,-73.98788205,468,"Broadway & W 56 St",40.7652654,-73.98192338,36735,"Subscriber",1952,1
625,"2021-01-01 11:20:43.2180","2021-01-01 11:31:08.3620",3581,"Underhill Ave & Lincoln Pl",40.6740123,-73.9671457,3382,"Carroll St & Smith St",40.680611,-73.99475825,49619,"Subscriber",1992,1
631,"2021-01-01 11:20:45.9560","2021-01-01 11:31:17.6010",304,"Broadway & Battery Pl",40.70463334,-74.01361706,308,"St James Pl & Oliver St",40.71307916,-73.99851193,30600,"Subscriber",1974,2
491,"2021-01-01 11:20:46.4290","2021-01-01 11:28:58.0670",530,"11 Ave & W 59 St",40.77149671054441,-73.99046033620834,490,"8 Ave & W 33 St",40.751551,-73.993934,49712,"Subscriber",1982,1
200,"2021-01-01 11:20:46.6570","2021-01-01 11:24:06.7180",3122,"48 Ave & 5 St",40.744363287066875,-73.9558732509613,3611,"Vernon Blvd & 47 Rd",40.7449067,-73.9534573,45986,"Subscriber",1961,2
173,"2021-01-01 11:20:58.4580","2021-01-01 11:23:52.1820",439,"E 4 St & 2 Ave",40.7262807,-73.98978041,3656,"E 2 St & Avenue A",40.72307749068673,-73.98583620786667,46577,"Subscriber",1982,1
1508,"2021-01-01 11:21:01.7880","2021-01-01 11:46:10.6780",4065,"Wadsworth Ave & W 179 St",40.848467,-73.936064,3366,"West End Ave & W 107 St",40.8021174,-73.9681805305,43709,"Subscriber",1976,1
1362,"2021-01-01 11:21:02.1110","2021-01-01 11:43:45.0510",3894,"8 Ave & W 16 St",40.740983,-74.001702,3284,"E 88 St & Park Ave",40.781410700190015,-73.95595908164978,36422,"Subscriber",1990,2
99,"2021-01-01 11:21:06.3730","2021-01-01 11:22:45.8090",363,"West Thames St",40.70834698,-74.01713445,2008,"Little West St & 1 Pl",40.70569254,-74.01677685,32503,"Subscriber",1969,2
1700,"2021-01-01 11:21:09.3640","2021-01-01 11:49:29.8550",398,"Atlantic Ave & Furman St",40.69165183,-73.9999786,3782,"Brooklyn Bridge Park - Pier 2",40.698458,-73.997178,47123,"Customer",1970,2
909,"2021-01-01 11:21:13.0580","2021-01-01 11:36:23.0370",473,"Rivington St & Chrystie St",40.72110063,-73.9919254,309,"Murray St & West St",40.7149787,-74.013012,46619,"Subscriber",1998,2
1375,"2021-01-01 11:21:15.3950","2021-01-01 11:44:10.6800",502,"Henry St & Grand St",40.714211,-73.981095,309,"Murray St & West St",40.7149787,-74.013012,40851,"Subscriber",1973,1
1301,"2021-01-01 11:21:15.9710","2021-01-01 11:42:57.7900",418,"Front St & Gold St",40.70224,-73.982578,481,"S 3 St & Bedford Ave",40.71260486,-73.96264403,24984,"Subscriber",1973,1
664,"2021-01-01 11:21:16.4580","2021-01-01 11:32:20.4710",3367,"5 Ave & E 103 St",40.7922553,-73.95249933,3158,"W 63 St & Broadway",40.77163851,-73.98261428,37471,"Subscriber",1988,1
518,"2021-01-01 11:21:20.5770","2021-01-01 11:29:58.7300",356,"Bialystoker Pl & Delancey St",40.71622644,-73.98261206,3435,"Grand St & Elizabeth St",40.718822,-73.99596,48696,"Subscriber",2001,1
185,"2021-01-01 11:21:27.7000","2021-01-01 11:24:33.1370",144,"Nassau St & Navy St",40.69839895,-73.98068914,278,"Concord St & Bridge St",40.69766564,-73.98476437,40832,"Subscriber",1966,1
475,"2021-01-01 11:21:27.8380","2021-01-01 11:29:23.1460",3573,"35 St & 34 Ave",40.7580583,-73.9242751,3616,"Steinway St & 28 Ave",40.7656251,-73.9136695,45825,"Subscriber",1969,1
594,"2021-01-01 11:21:28.0940","2021-01-01 11:31:22.1510",3686,"Gansevoort St & Hudson St",40.739448201304036,-74.00507032871246,3435,"Grand St & Elizabeth St",40.718822,-73.99596,49485,"Subscriber",1951,1
423,"2021-01-01 11:21:28.4790","2021-01-01 11:28:32.4750",411,"E 6 St & Avenue D",40.72228087,-73.97668709,3744,"1 Ave & E 5 St",40.725864,-73.986389,32940,"Subscriber",1955,2
2098,"2021-01-01 11:21:30.8910","2021-01-01 11:56:29.3140",3141,"1 Ave & E 68 St",40.76500525,-73.95818491,3282,"5 Ave & E 88 St",40.78307,-73.95939,39404,"Subscriber",1973,2
2134,"2021-01-01 11:21:31.9600","2021-01-01 11:57:06.1250",501,"FDR Drive & E 35 St",40.744219,-73.97121214,259,"South St & Whitehall St",40.70122128,-74.01234218,43867,"Customer",1969,0
86,"2021-01-01 11:21:34.2750","2021-01-01 11:23:00.6630",363,"West Thames St",40.70834698,-74.01713445,2008,"Little West St & 1 Pl",40.70569254,-74.01677685,33570,"Subscriber",1946,1
342,"2021-01-01 11:21:36.9840","2021-01-01 11:27:19.7040",3163,"Central Park West & W 68 St",40.7734066,-73.97782542,3170,"W 84 St & Columbus Ave",40.78499979,-73.97283406,34295,"Subscriber",1985,2
594,"2021-01-01 11:21:38.6350","2021-01-01 11:31:33.2600",291,"Madison St & Montgomery St",40.713126,-73.984844,146,"Hudson St & Reade St",40.71625008,-74.0091059,49894,"Subscriber",1992,1
1549,"2021-01-01 11:21:39.0890","2021-01-01 11:47:28.8640",393,"E 5 St & Avenue C",40.72299208,-73.97995466,217,"Old Fulton St",40.70277159,-73.99383605,48906,"Subscriber",1974,1
343,"2021-01-01 11:21:42.1390","2021-01-01 11:27:25.3870",3813,"W 20 St & 10 Ave",40.745686,-74.005141,490,"8 Ave & W 33 St",40.751551,-73.993934,49870,"Subscriber",1967,1
273,"2021-01-01 11:21:43.4790","2021-01-01 11:26:16.7410",3083,"Bushwick Ave & Powers St",40.71247661,-73.94100005,3080,"S 4 St & Rodney St",40.70934,-73.95608,50009,"Subscriber",1990,1
90,"2021-01-01 11:21:46.0900","2021-01-01 11:23:16.4880",3799,"6 Ave & W 34 St",40.74964,-73.98805,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,27997,"Subscriber",1964,0
247,"2021-01-01 11:21:49.9690","2021-01-01 11:25:57.3010",517,"Pershing Square South",40.751581,-73.97791,533,"Broadway & W 38 St",40.75299641,-73.98721619,47901,"Subscriber",2002,1
705,"2021-01-01 11:21:51.6700","2021-01-01 11:33:37.6450",379,"W 31 St & 7 Ave",40.749156,-73.9916,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,47559,"Subscriber",1987,1
1659,"2021-01-01 11:21:53.6940","2021-01-01 11:49:32.9940",497,"E 17 St & Broadway",40.73704984,-73.99009296,3537,"Carlton Ave & Dean St",40.6809741,-73.9710097,47749,"Subscriber",1969,2
340,"2021-01-01 11:21:56.1730","2021-01-01 11:27:36.4250",448,"W 37 St & 10 Ave",40.75660359,-73.9979009,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,34124,"Subscriber",1993,1
