"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
316,"2021-01-01 05:59:12.8510","2021-01-01 06:04:29.8350",341,"Stanton St & Mangin St",40.71782143,-73.97628939,342,"Columbia St & Rivington St",40.71739973,-73.98016555,43715,"Subscriber",1969,1
537,"2021-01-01 05:59:38.7570","2021-01-01 06:08:36.1430",3076,"Scholes St & Manhattan Ave",40.70870368,-73.9448625,3058,"Lewis Ave & Kosciuszko St",40.69237074,-73.93705428,50082,"Customer",2001,1
1562,"2021-01-01 05:59:39.3950","2021-01-01 06:25:41.4340",519,"Pershing Square North",40.751873,-73.977706,484,"W 44 St & 5 Ave",40.75500254,-73.98014437,45619,"Subscriber",1975,2
1802,"2021-01-01 06:00:45.6510","2021-01-01 06:30:48.4580",267,"Broadway & W 36 St",40.75097711,-73.98765428,3635,"W 36 St & 9 Ave",40.75462324029105,-73.99516761302948,49098,"Customer",1969,0
1621,"2021-01-01 06:00:53.6940","2021-01-01 06:27:54.7450",3586,"34 Ave & 13 St",40.7638753,-73.9364848,461,"E 20 St & 2 Ave",40.73587678,-73.98205027,36999,"Subscriber",1982,2
606,"2021-01-01 06:00:55.2590","2021-01-01 06:11:01.6460",3082,"Hope St & Union Ave",40.71167351,-73.95141312,3756,"White St & Moore St",40.704508,-73.9351,49803,"Subscriber",1992,1
364,"2021-01-01 06:02:18.0580","2021-01-01 06:08:22.5790",3221,"47 Ave & 31 St",40.743,-73.93561,3129,"Queens Plaza North & Crescent St",40.75110165,-73.94073717,48432,"Subscriber",1986,1
522,"2021-01-01 06:02:46.6150","2021-01-01 06:11:29.4300",3141,"1 Ave & E 68 St",40.76500525,-73.95818491,3146,"E 81 St & 3 Ave",40.77573034,-73.9567526,43074,"Subscriber",1960,1
346,"2021-01-01 06:03:12.0210","2021-01-01 06:08:58.3970",3157,"East End Ave & E 86 St",40.77518615,-73.94446054,3156,"E 72 St & York Ave",40.76663814,-73.95348296,36289,"Customer",2001,1
202,"2021-01-01 06:03:22.7330","2021-01-01 06:06:45.5570",3630,"Frederick Douglass Blvd & W 115 St",40.8038654,-73.9559308,3540,"Morningside Ave & W 123 St",40.81,-73.9551508,49604,"Subscriber",1984,1
387,"2021-01-01 06:03:38.0280","2021-01-01 06:10:05.3640",355,"Bayard St & Baxter St",40.71602118,-73.99974372,128,"MacDougal St & Prince St",40.72710258,-74.00297088,43068,"Subscriber",1986,1
375,"2021-01-01 06:03:53.6140","2021-01-01 06:10:09.4370",3236,"W 42 St & Dyer Ave",40.75898481399634,-73.99379968643188,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,48296,"Subscriber",1976,1
1623,"2021-01-01 06:03:54.5220","2021-01-01 06:30:58.0540",265,"Stanton St & Chrystie St",40.72229346,-73.99147535,422,"W 59 St & 10 Ave",40.770513,-73.988038,49622,"Subscriber",1979,2
393,"2021-01-01 06:04:03.5360","2021-01-01 06:10:36.9090",3366,"West End Ave & W 107 St",40.8021174,-73.9681805305,3553,"Frederick Douglass Blvd & W 112 St",40.801694,-73.957145,28384,"Subscriber",1997,1
1684,"2021-01-01 06:04:05.7040","2021-01-01 06:32:10.2040",3756,"White St & Moore St",40.704508,-73.9351,501,"FDR Drive & E 35 St",40.744219,-73.97121214,37781,"Subscriber",1982,1
943,"2021-01-01 06:04:26.0020","2021-01-01 06:20:09.0650",492,"W 33 St & 7 Ave",40.75019995,-73.99093085,3156,"E 72 St & York Ave",40.76663814,-73.95348296,49616,"Subscriber",1976,1
249,"2021-01-01 06:04:53.2420","2021-01-01 06:09:02.5910",229,"Great Jones St",40.72743423,-73.99379025,285,"Broadway & E 14 St",40.73454567,-73.99074142,45921,"Subscriber",1978,2
272,"2021-01-01 06:05:14.1990","2021-01-01 06:09:47.1090",342,"Columbia St & Rivington St",40.71739973,-73.98016555,531,"Forsyth St & Broome St",40.71893904,-73.99266288,36090,"Subscriber",1969,1
767,"2021-01-01 06:05:36.6010","2021-01-01 06:18:24.1630",3440,"Fulton St & Adams St",40.692418292578466,-73.98949474096298,387,"Centre St & Chambers St",40.71273266,-74.0046073,48157,"Subscriber",1965,2
202,"2021-01-01 06:05:49.2990","2021-01-01 06:09:11.3280",3770,"Central Ave & Flushing Ave",40.702831,-73.9333,3823,"Beaver St & Fayette St",40.70099,-73.93921,30639,"Subscriber",1982,1
506,"2021-01-01 06:06:40.0100","2021-01-01 06:15:06.6890",3053,"Marcy Ave & Lafayette Ave",40.6900815,-73.947915,3571,"Bedford Ave & Bergen St",40.676368,-73.952918,36184,"Subscriber",1991,1
374,"2021-01-01 06:06:41.9920","2021-01-01 06:12:56.6190",3744,"1 Ave & E 5 St",40.725864,-73.986389,3244,"University Pl & E 8 St",40.73143724085228,-73.99490341544151,44561,"Subscriber",1976,1
200,"2021-01-01 06:06:52.9610","2021-01-01 06:10:13.4530",3314,"W 95 St & Broadway",40.7937704,-73.971888,3350,"W 100 St & Broadway",40.7973721,-73.97041192,41485,"Subscriber",1973,1
844,"2021-01-01 06:07:02.7990","2021-01-01 06:21:07.6870",3134,"3 Ave & E 62 St",40.76312584,-73.96526895,3167,"Amsterdam Ave & W 73 St",40.77966809007312,-73.98093044757842,31310,"Subscriber",1978,1
565,"2021-01-01 06:07:09.6090","2021-01-01 06:16:34.8390",3687,"E 33 St & 1 Ave",40.74322681432173,-73.97449783980846,302,"Avenue D & E 3 St",40.72082834,-73.97793172,37648,"Subscriber",1990,1
898,"2021-01-01 06:07:16.0120","2021-01-01 06:22:14.4510",3540,"Morningside Ave & W 123 St",40.81,-73.9551508,3992,"W 169 St & Fort Washington Ave",40.8428422,-73.9421253,36475,"Subscriber",1984,1
372,"2021-01-01 06:07:17.7880","2021-01-01 06:13:30.7410",228,"E 48 St & 3 Ave",40.7546011026,-73.971878855,3687,"E 33 St & 1 Ave",40.74322681432173,-73.97449783980846,45987,"Subscriber",1991,2
185,"2021-01-01 06:07:39.4210","2021-01-01 06:10:45.0660",438,"St Marks Pl & 1 Ave",40.72779126,-73.98564945,293,"Lafayette St & E 8 St",40.73020660529954,-73.99102628231049,28086,"Subscriber",1996,1
546,"2021-01-01 06:07:49.5960","2021-01-01 06:16:56.4700",3715,"Driggs Ave & N 9 St",40.71816969454208,-73.95520135760307,3118,"McGuinness Blvd & Eagle St",40.73555,-73.95284,49536,"Customer",1989,1
425,"2021-01-01 06:07:56.4800","2021-01-01 06:15:02.3600",3937,"E 135 St & St Ann's Ave",40.805089,-73.918889,3976,"E 156 & Brook Ave",40.819823,-73.912411,48616,"Subscriber",2001,1
409,"2021-01-01 06:07:57.8330","2021-01-01 06:14:47.7160",379,"W 31 St & 7 Ave",40.749156,-73.9916,478,"11 Ave & W 41 St",40.76030096,-73.99884222,49701,"Subscriber",1972,1
620,"2021-01-01 06:08:02.9700","2021-01-01 06:18:23.8980",3699,"W 50 St & 9 Ave",40.763604677958625,-73.98917958140373,3139,"E 72 St & Park Ave",40.77118287540658,-73.96409422159195,47917,"Subscriber",1974,1
181,"2021-01-01 06:08:05.1060","2021-01-01 06:11:06.8300",4070,"W 180 St & Ft Washington Ave",40.849972,-73.938423,3992,"W 169 St & Fort Washington Ave",40.8428422,-73.9421253,41512,"Subscriber",1992,1
1008,"2021-01-01 06:09:06.1040","2021-01-01 06:25:55.0010",359,"E 47 St & Park Ave",40.75510267,-73.97498696,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,43017,"Customer",1989,1
443,"2021-01-01 06:10:59.0850","2021-01-01 06:18:22.8440",3350,"W 100 St & Broadway",40.7973721,-73.97041192,3630,"Frederick Douglass Blvd & W 115 St",40.8038654,-73.9559308,50030,"Subscriber",1973,1
911,"2021-01-01 06:10:59.6890","2021-01-01 06:26:10.8940",164,"E 47 St & 2 Ave",40.75323098,-73.97032517,3171,"Amsterdam Ave & W 82 St",40.78524672,-73.97667321,49769,"Subscriber",1991,1
243,"2021-01-01 06:11:07.9450","2021-01-01 06:15:11.2540",501,"FDR Drive & E 35 St",40.744219,-73.97121214,545,"E 23 St & 1 Ave",40.736502,-73.97809472,48382,"Subscriber",1991,2
820,"2021-01-01 06:11:09.4590","2021-01-01 06:24:49.7540",3129,"Queens Plaza North & Crescent St",40.75110165,-73.94073717,3154,"E 77 St & 3 Ave",40.77314236,-73.95856158,48286,"Subscriber",1986,1
719,"2021-01-01 06:11:46.2350","2021-01-01 06:23:45.8530",350,"Clinton St & Grand St",40.71559509,-73.9870295,2008,"Little West St & 1 Pl",40.70569254,-74.01677685,49928,"Subscriber",1991,1
916,"2021-01-01 06:11:52.1310","2021-01-01 06:27:08.4050",3231,"E 67 St & Park Ave",40.76780080148132,-73.96592080593109,461,"E 20 St & 2 Ave",40.73587678,-73.98205027,39243,"Subscriber",1971,1
243,"2021-01-01 06:11:59.9990","2021-01-01 06:16:03.4310",3146,"E 81 St & 3 Ave",40.77573034,-73.9567526,3325,"E 95 St & 3 Ave",40.7849032,-73.950503,43259,"Subscriber",1960,1
100,"2021-01-01 06:12:25.6190","2021-01-01 06:14:06.5650",3811,"27 Ave & 3 St",40.77485,-73.9342,3811,"27 Ave & 3 St",40.77485,-73.9342,40430,"Customer",1996,2
977,"2021-01-01 06:12:33.5920","2021-01-01 06:28:50.9000",3811,"27 Ave & 3 St",40.77485,-73.9342,3514,"Astoria Park S & Shore Blvd",40.7767,-73.927631,44087,"Customer",1993,2
971,"2021-01-01 06:12:57.0840","2021-01-01 06:29:08.4070",3811,"27 Ave & 3 St",40.77485,-73.9342,3514,"Astoria Park S & Shore Blvd",40.7767,-73.927631,43073,"Customer",1996,1
383,"2021-01-01 06:13:37.3310","2021-01-01 06:20:01.1220",3454,"Leonard St & Maujer St",40.7103685423523,-73.94705951213837,3101,"N 12 St & Bedford Ave",40.72079821,-73.95484712,37313,"Subscriber",1982,1
545,"2021-01-01 06:13:43.1490","2021-01-01 06:22:48.3150",4045,"West End Ave & W 60 St",40.77237,-73.99005,3378,"E 76 St & Park Ave",40.773763,-73.96222088,49894,"Subscriber",1994,1
746,"2021-01-01 06:14:00.9100","2021-01-01 06:26:27.4950",3235,"E 41 St & Madison Ave",40.752165280621966,-73.97992193698882,3142,"1 Ave & E 62 St",40.7612274,-73.96094022,30641,"Subscriber",1979,2
842,"2021-01-01 06:14:24.4240","2021-01-01 06:28:26.5570",3811,"27 Ave & 3 St",40.77485,-73.9342,3514,"Astoria Park S & Shore Blvd",40.7767,-73.927631,49392,"Customer",1996,2
147,"2021-01-01 06:14:31.0940","2021-01-01 06:16:58.6710",4121,"1 Ave & E 39 St",40.74714,-73.97113,455,"1 Ave & E 44 St",40.75001986,-73.96905301,32115,"Subscriber",1991,1
73,"2021-01-01 06:15:07.3990","2021-01-01 06:16:20.5630",3812,"University Pl & E 14 St",40.734814,-73.992085,3708,"W 13 St & 5 Ave",40.735445,-73.99431,33010,"Subscriber",1978,2
1949,"2021-01-01 06:15:52.2890","2021-01-01 06:48:22.1950",3140,"1 Ave & E 78 St",40.77140426,-73.9535166,4068,"Fort Washington Ave & W 183 St",40.852252,-73.937854,36052,"Customer",1973,1
413,"2021-01-01 06:15:53.4440","2021-01-01 06:22:46.5900",408,"Market St & Cherry St",40.71076228,-73.99400398,229,"Great Jones St",40.72743423,-73.99379025,36803,"Subscriber",1949,1
431,"2021-01-01 06:16:11.1360","2021-01-01 06:23:22.8570",508,"W 46 St & 11 Ave",40.76341379,-73.99667444,3173,"Riverside Blvd & W 67 St",40.777507027547976,-73.98888587951659,47753,"Subscriber",1997,1
1127,"2021-01-01 06:16:27.7480","2021-01-01 06:35:15.3780",161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231,427,"Bus Slip & State St",40.701907,-74.013942,44855,"Subscriber",1968,1
928,"2021-01-01 06:16:37.8270","2021-01-01 06:32:06.4680",3664,"North Moore St & Greenwich St",40.72019521437465,-74.0103006362915,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,32273,"Subscriber",1967,1
219,"2021-01-01 06:16:38.9460","2021-01-01 06:20:18.4180",545,"E 23 St & 1 Ave",40.736502,-73.97809472,503,"E 20 St & Park Ave",40.73827428,-73.98751968,45745,"Subscriber",1974,1
421,"2021-01-01 06:17:07.6440","2021-01-01 06:24:09.6380",455,"1 Ave & E 44 St",40.75001986,-73.96905301,3141,"1 Ave & E 68 St",40.76500525,-73.95818491,36727,"Subscriber",1991,1
411,"2021-01-01 06:17:54.9870","2021-01-01 06:24:46.4340",505,"6 Ave & W 33 St",40.74901271,-73.98848395,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,34412,"Subscriber",1970,1
86,"2021-01-01 06:18:51.0230","2021-01-01 06:20:17.5580",3812,"University Pl & E 14 St",40.734814,-73.992085,3708,"W 13 St & 5 Ave",40.735445,-73.99431,35084,"Subscriber",1978,2
856,"2021-01-01 06:20:04.1240","2021-01-01 06:34:20.6730",342,"Columbia St & Rivington St",40.71739973,-73.98016555,3687,"E 33 St & 1 Ave",40.74322681432173,-73.97449783980846,47803,"Customer",1969,0
1238,"2021-01-01 06:21:06.6690","2021-01-01 06:41:44.9400",3876,"Forest Ave & Summerfield St",40.69922,-73.89795,3067,"Broadway & Whipple St",40.7016657,-73.9437303,41249,"Subscriber",1990,1
185,"2021-01-01 06:21:28.8970","2021-01-01 06:24:34.5220",3591,"21 St & 31 Dr",40.7659,-73.930819,3593,"31 St & Broadway",40.761584,-73.925921,36143,"Subscriber",1991,2
7789,"2021-01-01 06:21:32.5410","2021-01-01 08:31:22.0530",3674,"Jay St & York St",40.701403172577244,-73.98672670125961,268,"Howard St & Centre St",40.71910537,-73.99973337,44949,"Customer",1969,0
872,"2021-01-01 06:21:41.4470","2021-01-01 06:36:14.1570",4007,"Riverside Dr & W 138 St",40.823168,-73.955857,3314,"W 95 St & Broadway",40.7937704,-73.971888,47907,"Customer",1992,1
374,"2021-01-01 06:21:56.5490","2021-01-01 06:28:10.6190",3538,"W 110 St & Amsterdam Ave",40.802692,-73.96295,3367,"5 Ave & E 103 St",40.7922553,-73.95249933,45518,"Subscriber",1985,1
1148,"2021-01-01 06:22:32.9960","2021-01-01 06:41:41.6300",410,"Suffolk St & Stanton St",40.72066442,-73.98517977,3141,"1 Ave & E 68 St",40.76500525,-73.95818491,48541,"Subscriber",1988,2
649,"2021-01-01 06:22:53.0230","2021-01-01 06:33:42.8550",3580,"St Johns Pl & Washington Ave",40.6737236,-73.9631611,241,"DeKalb Ave & S Portland Ave",40.68981035,-73.97493121,34089,"Subscriber",1992,2
70,"2021-01-01 06:22:56.9800","2021-01-01 06:24:07.1590",3812,"University Pl & E 14 St",40.734814,-73.992085,3708,"W 13 St & 5 Ave",40.735445,-73.99431,43350,"Subscriber",1978,2
194,"2021-01-01 06:23:20.8270","2021-01-01 06:26:35.4280",82,"St James Pl & Pearl St",40.71117416,-74.00016545,387,"Centre St & Chambers St",40.71273266,-74.0046073,47616,"Subscriber",1997,2
2138,"2021-01-01 06:23:38.2820","2021-01-01 06:59:16.9480",332,"Cherry St",40.71219906,-73.97948148,2009,"Catherine St & Monroe St",40.71117444,-73.99682619,26837,"Subscriber",1956,1
807,"2021-01-01 06:23:49.1160","2021-01-01 06:37:16.7280",3154,"E 77 St & 3 Ave",40.77314236,-73.95856158,2017,"E 43 St & 2 Ave",40.75022392,-73.97121414,37508,"Subscriber",1989,2
454,"2021-01-01 06:24:41.7740","2021-01-01 06:32:16.1460",3671,"E 81 St & 2 Ave",40.774779448957275,-73.95427465438843,3336,"E 97 St & Madison Ave",40.787801,-73.953559,36535,"Subscriber",1993,2
7709,"2021-01-01 06:24:43.6940","2021-01-01 08:33:12.7550",3674,"Jay St & York St",40.701403172577244,-73.98672670125961,3674,"Jay St & York St",40.701403172577244,-73.98672670125961,50032,"Customer",1969,0
412,"2021-01-01 06:24:49.6230","2021-01-01 06:31:42.3630",366,"Clinton Ave & Myrtle Ave",40.693261,-73.968896,390,"Duffield St & Willoughby St",40.69221589,-73.9842844,37252,"Subscriber",1997,1
3215,"2021-01-01 06:24:50.5860","2021-01-01 07:18:25.7840",3617,"28 Ave & 35 St",40.7671,-73.9169858,3721,"31 St & Newtown Ave",40.7675487799971,-73.9209334552288,35106,"Subscriber",1992,1
374,"2021-01-01 06:24:56.8170","2021-01-01 06:31:11.6460",3288,"E 88 St & 1 Ave",40.778301,-73.9488134,3725,"2 Ave & E 72 St",40.7687620293096,-73.95840793848038,42543,"Subscriber",1991,2
3162,"2021-01-01 06:25:33.5270","2021-01-01 07:18:16.4010",3617,"28 Ave & 35 St",40.7671,-73.9169858,3721,"31 St & Newtown Ave",40.7675487799971,-73.9209334552288,31213,"Customer",1969,0
1214,"2021-01-01 06:25:41.9050","2021-01-01 06:45:56.3920",3107,"Bedford Ave & Nassau Ave",40.72311651,-73.95212324,152,"Warren St & W Broadway",40.71473993,-74.00910627,47513,"Customer",1987,1
1344,"2021-01-01 06:25:51.9120","2021-01-01 06:48:16.4840",3577,"34 Ave & 21 St",40.7628138,-73.9342862,3130,"21 St & Queens Plaza North",40.75325964,-73.94335788,27689,"Subscriber",1992,2
412,"2021-01-01 06:26:12.3010","2021-01-01 06:33:05.1990",350,"Clinton St & Grand St",40.71559509,-73.9870295,504,"1 Ave & E 16 St",40.73221853,-73.98165557,47733,"Subscriber",1979,1
77,"2021-01-01 06:26:50.4750","2021-01-01 06:28:08.1500",3812,"University Pl & E 14 St",40.734814,-73.992085,3708,"W 13 St & 5 Ave",40.735445,-73.99431,29926,"Subscriber",1978,2
176,"2021-01-01 06:26:59.9970","2021-01-01 06:29:56.5810",3956,"St. Ann's Ave & E 144 St",40.811112,-73.914932,3949,"Brook Ave & E 138 St",40.807408,-73.91924,37591,"Customer",2001,1
407,"2021-01-01 06:27:50.1510","2021-01-01 06:34:37.9920",497,"E 17 St & Broadway",40.73704984,-73.99009296,2012,"E 27 St & 1 Ave",40.739445,-73.976806,39611,"Subscriber",1989,1
731,"2021-01-01 06:28:09.7700","2021-01-01 06:40:21.6220",477,"W 41 St & 8 Ave",40.75640548,-73.9900262,4073,"W 51 St & Rockefeller Plaza",40.75969995906254,-73.97808194160461,46690,"Subscriber",1986,1
630,"2021-01-01 06:28:26.8600","2021-01-01 06:38:57.2640",501,"FDR Drive & E 35 St",40.744219,-73.97121214,3141,"1 Ave & E 68 St",40.76500525,-73.95818491,49166,"Subscriber",1991,1
1667,"2021-01-01 06:28:30.6710","2021-01-01 06:56:17.8790",490,"8 Ave & W 33 St",40.751551,-73.993934,534,"Water - Whitehall Plaza",40.70255065,-74.0127234,48595,"Customer",1969,0
1228,"2021-01-01 06:28:59.1800","2021-01-01 06:49:28.1210",3575,"Crescent St & 34 Ave",40.76108,-73.930562,3687,"E 33 St & 1 Ave",40.74322681432173,-73.97449783980846,26048,"Subscriber",1969,0
135,"2021-01-01 06:29:09.9730","2021-01-01 06:31:25.8020",3419,"Douglass St & 4 Ave",40.6792788,-73.98154004,467,"Dean St & 4 Ave",40.68312489,-73.97895137,31054,"Subscriber",1986,1
1205,"2021-01-01 06:29:10.9820","2021-01-01 06:49:16.1620",3740,"W Broadway & W Houston St",40.726378,-74.000472,3141,"1 Ave & E 68 St",40.76500525,-73.95818491,49486,"Subscriber",1980,2
957,"2021-01-01 06:29:39.6010","2021-01-01 06:45:37.5300",3425,"2 Ave & E 104 St",40.7892105,-73.94370784,3141,"1 Ave & E 68 St",40.76500525,-73.95818491,39928,"Subscriber",1988,2
1077,"2021-01-01 06:29:53.8510","2021-01-01 06:47:50.9830",349,"Rivington St & Ridge St",40.71850211,-73.98329859,3117,"Franklin St & Dupont St",40.73564,-73.95866,48512,"Subscriber",2002,1
1660,"2021-01-01 06:30:01.5560","2021-01-01 06:57:42.4650",3115,"India St & Manhattan Ave",40.73232194,-73.9550858,3345,"Madison Ave & E 99 St",40.78948541553215,-73.95242929458618,49787,"Subscriber",1987,2
607,"2021-01-01 06:30:47.3760","2021-01-01 06:40:54.3910",4075,"Central Park West & W 85 St",40.78476,-73.969862,3141,"1 Ave & E 68 St",40.76500525,-73.95818491,48680,"Subscriber",1989,2
257,"2021-01-01 06:30:48.9480","2021-01-01 06:35:06.8830",3135,"E 75 St & 3 Ave",40.77112927,-73.95772297,3141,"1 Ave & E 68 St",40.76500525,-73.95818491,36805,"Subscriber",1990,2
237,"2021-01-01 06:30:56.0810","2021-01-01 06:34:53.3760",3151,"E 81 St & York Ave",40.7728384,-73.94989233,3156,"E 72 St & York Ave",40.76663814,-73.95348296,44450,"Subscriber",1967,1
75,"2021-01-01 06:31:00.7220","2021-01-01 06:32:15.8490",3812,"University Pl & E 14 St",40.734814,-73.992085,285,"Broadway & E 14 St",40.73454567,-73.99074142,29920,"Subscriber",1978,2
1410,"2021-01-01 06:31:19.0810","2021-01-01 06:54:49.8190",4236,"W 54 St & 11 Ave",40.768333,-73.992573,351,"Front St & Maiden Ln",40.70530954,-74.00612572,48326,"Subscriber",1970,1
523,"2021-01-01 06:31:20.4000","2021-01-01 06:40:04.3280",295,"Pike St & E Broadway",40.71406667,-73.99293911,394,"E 9 St & Avenue C",40.72521311,-73.97768752,49226,"Subscriber",1966,1
451,"2021-01-01 06:31:50.2280","2021-01-01 06:39:21.8800",3827,"Halsey St & Broadway",40.68565,-73.91564,3827,"Halsey St & Broadway",40.68565,-73.91564,49930,"Customer",1969,0
364,"2021-01-01 06:32:08.1380","2021-01-01 06:38:12.3740",3141,"1 Ave & E 68 St",40.76500525,-73.95818491,3288,"E 88 St & 1 Ave",40.778301,-73.9488134,43841,"Subscriber",1962,1
579,"2021-01-01 06:32:21.1360","2021-01-01 06:42:00.5040",3718,"E 11 St & Avenue B",40.72746420692392,-73.97950418293476,3708,"W 13 St & 5 Ave",40.735445,-73.99431,34107,"Subscriber",1972,1
1163,"2021-01-01 06:32:56.1660","2021-01-01 06:52:19.3450",301,"E 2 St & Avenue B",40.72217444,-73.98368779,3141,"1 Ave & E 68 St",40.76500525,-73.95818491,36719,"Customer",1997,2
1262,"2021-01-01 06:32:57.7720","2021-01-01 06:54:00.6030",3147,"E 85 St & 3 Ave",40.77801203,-73.95407149,3726,"Center Blvd & 51 Ave",40.743366080270214,-73.95960688591003,36067,"Subscriber",1978,1
1649,"2021-01-01 06:33:03.6100","2021-01-01 07:00:32.9210",536,"1 Ave & E 30 St",40.74144387,-73.97536082,3539,"W 116 St & Amsterdam Ave",40.8067581,-73.9607082,49517,"Subscriber",1989,1
471,"2021-01-01 06:33:16.6230","2021-01-01 06:41:08.2180",237,"E 11 St & 2 Ave",40.73047309,-73.98672378,536,"1 Ave & E 30 St",40.74144387,-73.97536082,49759,"Subscriber",1992,2
2981,"2021-01-01 06:33:18.9880","2021-01-01 07:23:00.2660",501,"FDR Drive & E 35 St",40.744219,-73.97121214,3992,"W 169 St & Fort Washington Ave",40.8428422,-73.9421253,48786,"Subscriber",1982,1
1044,"2021-01-01 06:33:25.2890","2021-01-01 06:50:50.0530",3735,"W 30 St & 10 Ave",40.752694,-74.002353,312,"Allen St & Stanton St",40.722055,-73.989111,43771,"Subscriber",1978,1
293,"2021-01-01 06:33:36.2040","2021-01-01 06:38:29.9000",3088,"Union Ave & Jackson St",40.7160751,-73.952029,3086,"Graham Ave & Conselyea St",40.715143,-73.944507,43089,"Subscriber",1989,1
219,"2021-01-01 06:33:39.0720","2021-01-01 06:37:18.5310",3612,"30 Ave & 21 St",40.7703743,-73.9286078,3721,"31 St & Newtown Ave",40.7675487799971,-73.9209334552288,48746,"Subscriber",1991,1
62,"2021-01-01 06:34:01.3960","2021-01-01 06:35:03.9610",3812,"University Pl & E 14 St",40.734814,-73.992085,285,"Broadway & E 14 St",40.73454567,-73.99074142,40453,"Subscriber",1978,2
1279,"2021-01-01 06:34:11.0880","2021-01-01 06:55:30.7420",3328,"W 100 St & Manhattan Ave",40.795,-73.9645,2006,"Central Park S & 6 Ave",40.76590936,-73.97634151,32074,"Subscriber",1990,2
604,"2021-01-01 06:34:14.6500","2021-01-01 06:44:18.9660",447,"8 Ave & W 52 St",40.76370739,-73.9851615,3141,"1 Ave & E 68 St",40.76500525,-73.95818491,49823,"Subscriber",1989,1
725,"2021-01-01 06:34:15.6110","2021-01-01 06:46:20.7320",3171,"Amsterdam Ave & W 82 St",40.78524672,-73.97667321,3724,"7 Ave & Central Park South",40.7667405590595,-73.9790689945221,49769,"Subscriber",1981,1
417,"2021-01-01 06:34:29.5320","2021-01-01 06:41:26.8700",4122,"Central Park W & W 97 St",40.79249519495111,-73.96417066463071,3400,"E 110 St & Madison Ave",40.7961535,-73.94782145,47810,"Subscriber",1977,2
1085,"2021-01-01 06:34:48.3140","2021-01-01 06:52:54.0390",3916,"Pearl St & Peck Slip",40.708485,-74.002751,448,"W 37 St & 10 Ave",40.75660359,-73.9979009,49599,"Subscriber",1972,1
1175,"2021-01-01 06:35:03.7590","2021-01-01 06:54:39.4600",3959,"Edgecombe Ave & W 145 St",40.823498,-73.94386,3154,"E 77 St & 3 Ave",40.77314236,-73.95856158,47843,"Subscriber",1996,1
800,"2021-01-01 06:35:33.0190","2021-01-01 06:48:53.8020",3140,"1 Ave & E 78 St",40.77140426,-73.9535166,536,"1 Ave & E 30 St",40.74144387,-73.97536082,48030,"Subscriber",1995,2
802,"2021-01-01 06:35:34.4440","2021-01-01 06:48:57.2460",516,"E 47 St & 1 Ave",40.75206862,-73.96784384,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,40997,"Subscriber",2002,1
591,"2021-01-01 06:35:37.6440","2021-01-01 06:45:28.7350",305,"E 58 St & 3 Ave",40.76095756,-73.96724467,528,"2 Ave & E 31 St",40.74290902,-73.97706058,49547,"Subscriber",1989,2
1042,"2021-01-01 06:35:53.5120","2021-01-01 06:53:16.4280",3507,"Park Ave & E 124 St",40.8045555,-73.9396861,3141,"1 Ave & E 68 St",40.76500525,-73.95818491,50073,"Subscriber",1988,2
1059,"2021-01-01 06:36:05.1190","2021-01-01 06:53:44.4930",3946,"St Nicholas Ave & W 137 St",40.818477,-73.947568,3503,"Madison Ave & E 120 St",40.80295,-73.942954,29916,"Subscriber",1986,1
262,"2021-01-01 06:36:08.7960","2021-01-01 06:40:31.7920",460,"S 4 St & Wythe Ave",40.71285887,-73.96590294,3714,"Division Ave & Hooper St",40.70684203101325,-73.9544353965357,48161,"Subscriber",1986,2
1576,"2021-01-01 06:36:09.4730","2021-01-01 07:02:25.5190",427,"Bus Slip & State St",40.701907,-74.013942,161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231,44855,"Subscriber",1968,1
163,"2021-01-01 06:36:52.6160","2021-01-01 06:39:36.0470",504,"1 Ave & E 16 St",40.73221853,-73.98165557,325,"E 19 St & 3 Ave",40.73624527,-73.98473765,47733,"Subscriber",1979,1
61,"2021-01-01 06:37:05.4660","2021-01-01 06:38:06.6620",3812,"University Pl & E 14 St",40.734814,-73.992085,285,"Broadway & E 14 St",40.73454567,-73.99074142,40362,"Subscriber",1978,2
434,"2021-01-01 06:37:09.2510","2021-01-01 06:44:23.4120",301,"E 2 St & Avenue B",40.72217444,-73.98368779,504,"1 Ave & E 16 St",40.73221853,-73.98165557,29847,"Customer",1969,0
1892,"2021-01-01 06:37:18.0220","2021-01-01 07:08:50.3150",3443,"W 52 St & 6 Ave",40.76132983124814,-73.97982001304626,3517,"31 St & Hoyt Ave N",40.7711528,-73.9170074,39610,"Subscriber",1977,2
487,"2021-01-01 06:38:05.6390","2021-01-01 06:46:13.1760",479,"9 Ave & W 45 St",40.76019252,-73.9912551,490,"8 Ave & W 33 St",40.751551,-73.993934,41595,"Subscriber",1962,1
